id;calories;proteins;fat;carbohydrate;name;image
186;333;29,3;3,3;50;Bungkil Biji Karet;https://www.pertanianku.com/wp-content/uploads/2021/04/Manfaat-Biji-Karet-Selain-Jadi-Benih.jpg
588;330;23,8;1,4;60,2;Kacang Arab;https://img.okezone.com/content/2021/02/04/298/2356167/mengenal-chickpea-kacang-arab-penuh-nutrisi-yang-baik-untuk-tubuh-ahltPCXlfV.jpg
599;331;25;1;58;Kacang Endel biji;https://asset.kompas.com/crops/OD4HIuyUqbZ89QTHXDG9oEb8fz4=/12x8:1280x853/750x500/data/photo/2022/09/04/6314132a253b9.jpg
512;358;20,7;26,4;9,4;Ikan telur asin mentah;https://i0.wp.com/resepkoki.id/wp-content/uploads/2017/09/Fish-roe.jpg?fit=540%2C404&ssl=1
1270;332;5,7;0,6;76,1;Tepung Tales Beneng;https://i0.wp.com/technology-indonesia.com/wp-content/uploads/2021/07/INFO-TEPUNG-TALAS.jpg?resize=700%2C544
1048;335;5,3;3,5;70,5;Risoles ;https://rasabunda.com/wp-content/uploads/2021/08/Risoles-Ragout.jpg
776;332;24;3;55;Koro Benguk biji;https://laz-img-sg.alicdn.com/p/cac8dce3faa0e4781f2e5ea5968dba20.png
655;331;24,4;1,9;56,6;Kacang tolo / tunggak kering;https://id-live-01.slatic.net/p/ff99e4641bb6620735a89a1caf898a14.jpg
1216;361;19,3;31,9;0,7;Telur Ayam bagian kuning;https://assets.hops.id/crop/0x0:0x0/750x500/webp/photo/hops/2020/08/different-egg-yolk-colors.jpg
1238;350;24,5;26,6;10,4;Tempe kedelai murni goreng;https://media.hitekno.com/thumbs/2020/02/24/21141-ilustrasi-tempe-goreng-shutterstock/730x480-img-21141-ilustrasi-tempe-goreng-shutterstock.jpg
703;359;3,4;34,7;14;Kelapa Tua daging;https://asset-a.grid.id/crop/0x0:0x0/x/photo/2022/09/06/daging-kelapajpg-20220906030742.jpg
1174;336;8,2;10;55;Susu Kental Manis;https://asset.kompas.com/crops/C220cRbRPu0EoI8SMHWr0HeFGuU=/0x0:750x500/750x500/data/photo/2022/06/03/6299dc0edf868.jpg
1264;326;4;0,4;76,7;Tepung Sente;https://foto.kontan.co.id/biGUfj1ASo_mL-YullfGPl08lxM=/smart/2021/05/21/2111715002p.jpg
899;337;7,9;11,8;50;Mie kering;https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/10/13/1236905540.jpg
1049;341;5,5;16,2;43,3;Roti boong;https://img-global.cpcdn.com/recipes/cee92d5a548ee3d5/680x482cq70/kue-bohongroti-goreng-empuk-dan-menul-foto-resep-utama.jpg
740;325;1,8;0,4;78,5;Kerupuk kemplang  (ikan) mentah;https://images.tokopedia.net/img/cache/700/product-1/2020/6/7/805229013/805229013_ce2eef00-1652-44ff-a3b0-e8d021721b55_1560_1560.jpg
515;316;60,1;6,5;22,4;Ikan tepung mentah;https://www.hypermart.co.id/wp-content/uploads/elementor/thumbs/39-p5q08kcf3d0lwn296wiprds6lco6xhci500fw5m7fc.jpg
1255;316;60,1;6,5;22,4;Tepung Ikan;https://unair.ac.id/wp-content/uploads/2021/05/Ilustrasi-oleh-Solusiternak-ID.jpg
329;331;1,9;7,6;63,8;Dodol kedondong;https://smansabangko.sch.id/storage/smansabangko.sch.id/editor/irouKFVLfBSxITWbSup2WiqvqfbWRybMTVnpJgr8.jpg
608;323;22,9;1,5;56,8;Kacang hijau kering;https://cf.shopee.co.id/file/b416e2ddeda943e915e6b496b1e6bb0f
519;331;68,7;4,2;0;Ikan Teri Kering tawar;https://id-live-01.slatic.net/p/2c66b75ba7c1ae5fc1aff0e6ba330871.jpg
622;327;16,4;4,3;55,8;Kacang komak segar;https://sendme.co.id/img/1649134785.jpg
885;322;55,8;2;22,7;Menjangan daging dendeng mentah;https://images.tokopedia.net/img/cache/700/VqbcmM/2022/9/1/c86b6e83-7b8f-4d90-a900-faf92e7afcbb.jpg
17;354;16,4;31,5;0;Angsa;https://cdn.idntimes.com/content-images/community/2020/06/images-11-7778c46373d99fb101fe76ba287b7cca.jpeg
355;322;2,4;0,6;76,6;Gadeng/Gadung kering;https://cf.shopee.co.id/file/4bd71bb1fd0ed9886cc4dd7af0f7b436
207;330;5,2;8,9;57,4;Cengkeh kering;https://nilaigizi.com/assets/images/produk/produk_1537345513.jpg
413;348;18,7;29,5;0;Ikan Asin japuh goreng;https://img-global.cpcdn.com/recipes/756a62f3201bd80c/1200x630cq70/photo.jpg
604;316;20,7;1;58;Kacang gude biji kering;https://ahligizi.id/blog/wp-content/uploads/2022/03/gude.jpg
1042;320;7,2;4,2;63,3;Rebung laut mentah;https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
35;338;35,2;20,6;0,4;Ayam goreng church texas dada;https://i0.wp.com/harga.web.id/wp-content/uploads/Harga-Texas-Chicken-Reguler-dan-Promo.jpg?fit=680%2C300&ssl=1
629;314;22,1;1,1;56,2;Kacang merah kering;https://asset.kompas.com/crops/nBiP6zOU-h9McvCAclGFwsJwevo=/6x64:806x597/750x500/data/photo/2022/02/16/620c996b3cb39.jpg
846;320;3,5;5,7;63,7;Lempog durian;https://www.wowkeren.com/display/images/photo/2019/11/01/00281112s7.jpg
787;315;2,1;1,4;73,5;Kranji segar;https://lzd-img-global.slatic.net/g/p/e4cd1b24a0e937b48e2afb796900196a.jpg_720x720q80.jpg_.webp
1244;336;20;28;7,8;Tempe pasar goreng;https://cdn.antaranews.com/cache/800x533/2021/01/23/tempe.jpg
200;323;4,9;11,5;50,1;Cake tape;https://resepkoki.id/wp-content/uploads/2016/12/Resep-Bolu-Tape.jpg
1097;338;21,1;27;1;Sardines dalam kaleng;https://linisehat.com/wp-content/uploads/2020/11/sarden-kaleng2.jpg
1210;300;28,3;4,8;53,6;Teh hijau daun kering;https://nilaigizi.com/assets/images/produk/produk_1535874581.jpg
1211;299;24,1;3,5;59;Teh melati daun kering;https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/grid/original/63018_teh-melati.jpg
1188;328;12,6;19,9;24,6;Tahu telur;https://resepkoki.id/wp-content/uploads/2021/09/Resep-Tahu-Telur.jpg
114;307;4,8;0,1;71,8;Beras jagung putih kering mentah;https://awsimages.detik.net.id/community/media/visual/2016/05/06/8a8ccd2e-6879-4e3a-9082-e632e117354c.jpg?w=852
914;330;17,8;23,4;12,1;Mujahir acar kuning masakan;https://img-global.cpcdn.com/recipes/8bebe8ed6c7b4f07/680x482cq70/ikan-mujair-acar-kuning-foto-resep-utama.jpg
799;366;4,2;4,3;7,9;Kue Koya ;https://media.karousell.com/media/photos/products/2018/08/23/koya_kacang_suuk_asli_bandung_1535029115_863b9a71_progressive.jpg
1234;328;18,4;23,2;12,8;Tempe Goreng ;https://asset.kompas.com/crops/tnGS6LHPv4vxzDYTS-JJdLXBrjo=/0x41:1000x708/1200x800/data/photo/2020/04/01/5e841eccea33c.jpg
697;326;22,8;20,3;13,1;Keju;https://cdns.klimg.com/merdeka.com/i/w/news/2020/05/08/1175035/content_images/670x335/20200508114326-1-ilustrasi-keju-008-destriyana.jpg
531;307;7,9;3,4;63,6;Jagung Kuning pipil baru;https://img.freepik.com/free-photo/heap-grains-maiz-background-pile_1417-409.jpg?w=1060&t=st=1684231990~exp=1684232590~hmac=fe077cdb34e08b9400fe5947a004f01634731054b42142ff29ea2ae9c6a7c519
544;307;7,9;3,4;63,6;Jagung Putih pipil baru;https://sg-live-01.slatic.net/p/2d3e9d117d7da5fe175c4490faa98074.jpg
1132;298;8;23,8;48,9;Serbuk Coklat;https://static.sehatq.com/content/review/image/1622196432.jpeg
944;320;7,3;18,7;31;Oncom Merah Goreng bertepung ;https://kbu-cdn.com/dk/wp-content/uploads/oncom-goreng.jpg
1213;294;8,3;1,7;72,6;Tekokak kering;https://m.andrafarm.com/_andra_farm/gambar_kelompok/a158.jpg
562;294;16;0,9;64,6;Jamur kuping kering;https://asset.kompas.com/crops/3caJpamNwFqn62cq9Tf8ZRPsIh4=/0x41:1000x707/750x500/data/photo/2021/12/06/61ad642aaebd0.jpg
1335;303;6,3;2,7;63,3;Wajit camilan;https://lzd-img-global.slatic.net/g/p/551b03866406564f47fa42223ed0491a.jpg_720x720q80.jpg
292;301;14,2;10,9;49;Daun salam  bubuk;https://nilaigizi.com/assets/images/produk/produk_1537345863.jpg
461;302;70,7;1,9;0,4;Ikan kayu kering;https://nilaigizi.com/assets/images/produk/produk_1535646769.jpg
858;294;0,3;0;79,5;Madu;https://asset.kompas.com/crops/xLLMihh3EZy1CwtkPn_4DGDwe9A=/0x8:1000x675/750x500/data/photo/2020/11/12/5facc84db5083.jpg
133;344;1,1;0,2;28,3;Beras Siger;https://www.goodnewsfromindonesia.id/uploads/post/large-beras-singkong-6b6d1b3932ec72a9012d9307b84fd243.jpg
212;311;8;4;48,9;Coklat bubuk;https://static.sehatq.com/content/review/image/1622196432.jpeg
804;304;5,3;7;54,9;Kue putu cangkir;https://i.ytimg.com/vi/GH8hVDZ3AZA/maxresdefault.jpg
87;326;16;28,6;0;Bebek (itik);https://asset.kompas.com/crops/6unVsacqX8mpZ19lviQLxyDPCoI=/0x0:1000x667/750x500/data/photo/2020/11/03/5fa0cee5cb3cf.jpg
326;298;3,7;2,1;65,9;Dodol bali;https://awsimages.detik.net.id/community/media/visual/2022/06/13/dodol-khas-bali-berbungkus-kulit-jagung-kering-buatan-perajin-dodol-di-desa-penglatan-kecamatan-buleleng-kabupaten-buleleng_169.jpeg?w=620
561;296;9,4;1,1;62;Jamur encik;https://asset-a.grid.id//crop/0x0:0x0/700x0/photo/2019/10/29/3488789990.jpg
453;298;46,3;3,6;20,2;Ikan hiu kering;https://nilaigizi.com/assets/images/produk/produk_1535646676.jpg
1075;324;4,2;34,3;5,6;Santan murni;https://asset.kompas.com/crops/eNIewogp_GV7CahqIvslrYZh4XY=/0x39:1000x706/750x500/data/photo/2020/04/29/5ea93a05011e9.jpg
965;307;4,5;13,3;42,4;Pastel;https://img-global.cpcdn.com/recipes/66d15fa15c092e35/1200x630cq70/photo.jpg
1224;320;15,1;30,5;0,9;Telur Bebek ceplok;https://statik.tempo.co/data/2020/06/02/id_942491/942491_720.jpg
803;296;1,4;1,4;66,4;Kue Pia ;https://www.resepkuerenyah.com/wp-content/uploads/2015/05/Resep-Kue-Pia-Kacang-Hijau.jpg
551;289;11;4;61;Jali;https://statics.indozone.news/content/2020/11/20/qEsjPJP/jali-jali-superfood-dengan-pemanfaatan-terbatas-di-indonesia98_700.jpg
1080;301;55;9;0;Sapi daging dendeng mentah;https://cdns.diadona.id/diadona.id/resized/640x320/news/2020/04/27/9731/664xauto-cara-membuat-dendeng-sapi-yang-dijemur-kering-basah-kelapa-balado-dan-manis-200427a.jpg
616;286;30,2;15,6;30,1;Kacang Kedelai basah;https://tempebumbung.files.wordpress.com/2016/01/biji-kedelai.jpg
621;286;30,2;15,6;30,1;Kacang kedelai segar;https://media.istockphoto.com/id/998946502/id/foto/closeup-kacang-kedelai-segar.jpg?s=1024x1024&w=is&k=20&c=YDjNN-yd20A-KQODXpi8thMiAjzFk3UXPMd82G1mMbA=
633;280;16,7;1,6;63,2;Kacang merah tua kering;https://sc04.alicdn.com/kf/A4b18aaaf0bb940ba95877544b057be6cK.jpg
1324;295;62,4;2,3;1,8;Udang kering;https://img.lovepik.com/photo/20211207/medium/lovepik-dried-shrimp-picture_501573420.jpg
939;306,7;9;18;27;Oncom Hitam Goreng bertepung ;https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/07/19/2363852219.png
332;317;15,7;27,7;0;Domba daging gemuk segar;https://png.pngtree.com/png-vector/20210913/ourlarge/pngtree-fresh-lamb-ingredients-png-image_3922032.jpg
1062;291;0,5;4;63,4;Sagu forno;https://awsimages.detik.net.id/community/media/visual/2021/06/25/sagu-porno_43.jpeg?w=650&q=80
1034;295;7,3;8,5;47,5;Rarawuan ;https://1.bp.blogspot.com/-0ER95zwTjoo/YOHlYJOtQCI/AAAAAAAAgJ0/d2OeMsWXfuAm2YimGXpKX5OVJqYEqoXpwCLcBGAsYHQ/s1352/209813966_330785408583521_6848659010339177574_n.jpg
417;319;6,9;31,7;0;Ikan Asin sirinding goreng;https://images.tokopedia.net/img/cache/700/product-1/2020/2/4/7723047/7723047_740a394f-4f87-467c-bb24-6ff77d857edd_1224_1224.jpg
767;310;10;24;13,5;Kluwek;https://faktualnews.co/images/2022/01/kluwek.png
687;275;12,6;14,8;54,6;Katul Beras;https://cdn.idntimes.com/content-images/post/20170623/rye-bran-2500-56a210e73df78cf7727192c2-f82bea323262cc6f562d6321d24ab643_600x400.jpg
891;339;10;1,7;6,3;Mi kering;https://www.basoyen.com/wp-content/uploads/2020/07/markus-winkler-57EDibTULBw-unsplash-600x600.jpg
449;292;58;4;0;Ikan Gabus kering;https://nilaigizi.com/assets/images/produk/produk_1535646586.jpg
192;281;37,5;0,3;32,1;Burung sarang segar;https://premiumnest-5c4c.kxcdn.com/wp-content/uploads/2016/07/SS_white_900x600-4.jpg
1096;281;37,5;0,3;32,1;Sarang Burung;https://awsimages.detik.net.id/community/media/visual/2021/03/19/ini-alasan-mengapa-air-liur-burung-walet-bisa-seharga-mobil-baru-1_169.jpeg?w=700&q=90
1072;281;2,4;0,7;66,1;Sale pisang siam;https://t-2.tstatic.net/priangan/foto/bank/images/Ilustrasi-sale-pisang-dari-Trenggalek.jpg
947;288,6;8,3;8,9;44,3;Onde-onde ;https://www.masakapahariini.com/wp-content/uploads/2020/10/resep-onde-onde.jpg
800;291;3,6;11,1;44,1;Kue lumpur;https://img.kurio.network/u_ismzhaT5An97OjUr0AzVYEjCE=/1200x900/filters:quality(80)/https://kurio-img.kurioapps.com/21/09/21/eec4bac2-8193-41bd-b249-22a4afc28519.jpe
31;297;35,9;15,2;1,6;Ayam  goreng Kentuckysayap;https://img-global.cpcdn.com/recipes/2ecb088a495ef73a/680x482cq70/ayam-goreng-kentucky-foto-resep-utama.jpg
89;300;24;20,7;4,5;Bebek daging goreng;https://asset.kompas.com/crops/y8jlET9Zwl-5iykdc5t58sS-_KY=/0x52:1000x719/750x500/data/photo/2020/07/14/5f0d253a6edd5.jpg
37;298;34,2;16,8;0,1;Ayam goreng kentucky dada;https://awsimages.detik.net.id/community/media/visual/2021/07/07/kirim-pesan-unik-kfc-2_43.jpeg?w=1200
39;295;39,2;13,6;1;Ayam goreng mbok berek dada;https://img-global.cpcdn.com/recipes/d15c8abab4246c58/680x482cq70/ayam-goreng-mbok-berek-foto-resep-utama.jpg
43;295;37,4;14,7;0,6;Ayam goreng pioneer dada;https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/IDITE20210726121341017693/detail/menueditor_item_428cb0ea19e44146a00e1cfbef85faae_1627524568218570621.webp
882;276;0;0,1;71;Melase;https://s0.bukalapak.com/img/57164672241/large/data.jpeg
1325;278;62,6;4,1;2,2;Udang kering mentah;https://cf.shopee.co.id/file/49eaffdb18468e87339980ffab3d60c9
34;295;34;16;1,5;Ayam goreng church texa sayap;https://e7.pngegg.com/pngimages/66/902/png-clipart-church-s-chicken-bakery-chicken-nugget-fried-chicken-texas-chicken-church-s-chicken-bakery-thumbnail.png
553;286;48,5;9,2;2,3;Jambal goreng;https://img-global.cpcdn.com/recipes/c8380e9b21a49f17/680x482cq70/ikan-asin-jambal-goreng-renyah-tips-foto-resep-utama.jpg
30;302;18,2;25;0;Ayam;https://images.ctfassets.net/1cj2ge3ast5f/4ETq9ybsnjCsGaailYLOGH/cf7db5b91c85f4ea1e309905a9679809/Ayam_Utuh.jpeg
88;303;11,3;27;3,7;Bebek alabio daging segar;https://medioenblog.files.wordpress.com/2018/02/bebek.jpg
423;296;17,1;20,3;11,3;Ikan bandeng presto masakan;https://www.philips.com/c-dam/b2c/id_ID/experience/ho/cooking/iikan-goreng-thumbnail.jpg
1225;301;20;23,7;0;Telur Bebek dadar;https://cdn0-production-images-kly.akamaized.net/1WivGEoDIspEllYaxZHrpqkjEYQ=/1200x675/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2468104/original/014966900_1543254943-resep-dadar-telur-bebek-sayur-enak-dan-tidak-amis.jpg
496;284;34,1;9,9;14,6;Ikan saluang kering mentah;https://cf.shopee.co.id/file/7c26ef3abb212c815cac1b6bb8aa7314
517;277;60;2,3;1,8;Ikan Teri bubuk;https://healthycornersby.com/wp-content/uploads/2020/02/WhatsApp-Image-2020-02-24-at-9.55.30-AM.jpeg
504;289;38;14;0;Ikan Sepat kering;https://nnc-media.netralnews.com/286497-ikan%20sepat%20kering-kompasiana.jpg
1206;277;9,1;4,7;49,6;Tauji cap singa;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTz6GB9p8gcMwSb6D2DeobvcftuMyU0dTpJvSF_3e-Cem05oOv-h9InQB9WZUHEz50fWSo&usqp=CAU
66;280;8,2;10,2;39;Bakwan;https://i0.wp.com/resepkoki.id/wp-content/uploads/2019/04/Resep-Bakwan-Jagung-1.jpg?fit=1749%2C1920&ssl=1
1326;273;47,8;3,8;12,5;Udang papay mentah;https://img-global.cpcdn.com/recipes/c9f87393e4cf6300/680x482cq70/sambel-goreng-udang-rebon-udang-papay-foto-resep-utama.jpg
878;278;5,1;8,6;45;Martabak mesir;https://www.resepkuerenyah.com/wp-content/uploads/2016/11/45.-resep-martabak-mesir.jpg
375;274;1,7;5,4;55,5;Gemblong;https://asset.kompas.com/crops/I3Y-iWTZTZ0TLo5ZTtNqPtrya_s=/0x73:1280x926/750x500/data/photo/2020/08/16/5f3913fdc5e69.jpg
40;287;31;15,7;1,7;Ayam goreng paha;https://cdn1-production-images-kly.akamaized.net/EwEm3hoNsTm-YZSonSqX2IlcAaY=/1200x1200/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2938630/original/066858200_1571039590-shutterstock_153914045.jpg
38;286;32,1;16,1;1,1;Ayam goreng Kentucky paha;https://img-global.cpcdn.com/recipes/d61db7c7021bcd27/680x482cq70/paha-kentucky-yummy-foto-resep-utama.jpg
1039;299;29,4;3,6;3,2;Rebon kering;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/13/d25ccc26-81c6-414e-9210-b7b5a5903789.jpg
45;283;35,7;14,3;0,5;Ayam goreng sukabumi paha;https://i0.wp.com/i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/60ef5b81-53d7-4375-a9a3-b7eb2aed3b2a_master-menu-item-image_1597233742745.jpg?resize=728%2C500
1100;283;12,1;16,8;20,9;Sate Bandeng;https://asset.kompas.com/crops/4UfXhXtR7hK2atnUpqKRHGbhFuk=/3x0:700x465/750x500/data/photo/2021/02/16/602b2a91ca7f1.jpg
1138;285;1;18;28;Singkong Goreng ;https://sweetrip.id/wp-content/uploads/2022/04/singkong.jpeg
63;272;8,7;6,7;44,1;Bakpia kue;https://asset.kompas.com/crops/BZ6Z25Y0XcjtoHBInh10nGsMM2Q=/3x0:700x465/750x500/data/photo/2021/03/17/60514d8851d3e.jpeg
318;260;2;15;53;Deblo ;https://img-global.cpcdn.com/recipes/613bae93e873b173/680x482cq70/deblo-foto-resep-utama.jpg
1082;289;16;25;0;Sapi daging kornet;https://s4.bukalapak.com/attachment/418432/pengertian_kornet_main_image.jpg
163;264;4;1,1;59,6;Buah kom segar;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/2/25/8a8932b4-ab82-4346-835e-07171fc1afec.jpg
980;275;11,6;11,6;30,2;Pepaya lodeh;https://img-global.cpcdn.com/recipes/5355bb65be878c54/680x482cq70/lodeh-pepaya-muda-foto-resep-utama.jpg
28;261;0,9;1,6;63,3;Asan kandis kering;https://nilaigizi.com/assets/images/produk/produk_1537342200.jpg
36;275;37,4;12,2;1,3;Ayam goreng kalasan paha;https://thumb.viva.id/intipseleb/1265x711/2022/10/21/6352aa183c0c1-resep-ayam-goreng-kalasan.jpg
876;265,3;4,7;5,5;49,3;Martabak  manis;https://tasteofnusa.com/wp-content/uploads/2022/03/martabak-manis-12-720x720.jpg
1280;285;4,3;25,7;9,5;Terong + Oncom makanan;https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2018/11/01/3283397597.jpg
938;284;12;14,4;13,6;Oncom Hitam Goreng ;https://images.tokopedia.net/img/cache/700/product-1/2019/10/10/79282965/79282965_4a911ce8-9d69-4db9-98c3-9efe78d49d24_724_724
32;270;32,3;11,2;9,9;Ayam ampela goreng;https://cdn1-production-images-kly.akamaized.net/MldE3BInsLHr9JgPKFlsYtmbV-E=/0x344:5472x3428/469x260/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3142898/original/027275800_1591175314-shutterstock_188934800.jpg
448;261;38,1;2,3;21,9;Ikan Gabus asap mentah;https://id-test-11.slatic.net/p/bb5a949dcbe534ed2ecdfd98a8e9c07b.jpg
144;262;2,3;5,4;51,1;Biji nangka/Biji salak;https://img-global.cpcdn.com/recipes/0df60642ab5496ab/680x482cq70/122-biji-salak-ber-nangka-foto-resep-utama.jpg
471;258;40,3;2,3;18,9;Ikan lomak asin mentah;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/5/31/7abefabd-7a9c-4faa-91f8-6a17ff7d0616.jpg
1103;274;12,9;18,6;13,6;Sate pusut masakan;https://cdn0-production-images-kly.akamaized.net/-ZH0E7VH_7Y_VdtKDmgokQ4DAAs=/0x0:5184x2922/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3652549/original/060993000_1638588819-shutterstock_1729690198.jpg
1094;268;23,9;12,7;14,5;Sapi paru goreng;https://awsimages.detik.net.id/community/media/visual/2022/07/14/resep-paru-goreng-ketumbar_43.jpeg?w=1200
1;280;9,2;28,4;0;Abon;https://img-cdn.medkomtek.com/PbrY9X3ignQ8sVuj_LU9UXljyew=/0x0/smart/filters:quality(75):strip_icc():format(webp)/article/7g8ceHGDNMuttlBcXEl8d/original/099726800_1605161502-Mana-yang-Lebih-Sehat-Abon-Sapi-atau-Abon-Ayam-shutterstock_1361446550.jpg
354;270;12,3;15,9;19,3;Fillet o-fish;https://www.recipetineats.com/wp-content/uploads/2018/08/Homemade-Filet-O-Fish_3.jpg
685;292;11,2;11,2;2,8;Karoket ;https://img-global.cpcdn.com/recipes/3ac8414039a793c2/680x482cq70/karoket-indomie-foto-resep-utama.jpg
1345;254;3;1,1;58,1;Yangko;https://serikatnews.com/wp-content/uploads/2022/12/yangko-giant.jpg
222;265;40,6;10,1;0;Cumi-cumi goreng;https://i0.wp.com/resepmasakandapurarie.com/wp-content/uploads/2014/09/Resep-Cumi-Goreng-Tepung-Crispy-.jpg
24;277;2,4;25;10,7;Arwan sirsir;https://scontent.fcgk35-1.fna.fbcdn.net/v/t1.6435-9/121695429_676597869941401_1458702638921645964_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=a26aad&_nc_ohc=__IwAVKho7AAX9vwknv&_nc_ht=scontent.fcgk35-1.fna&oh=00_AfBzshz2zrHYSwZvSOBel1XuorFB4ySKktNdgOj7dB8Jng&oe=649DFFD5
1089;274;16;22;3;Sapi hati sosis (liverworst);https://img.herstory.co.id/articles/archive_20220708/sosis-daging-sapi-20220708-145317.jpg
152;245;3,4;0;66,2;Bonggol Pisang kering;https://www.pertanianku.com/wp-content/uploads/2021/04/Keripik-Bonggol-Pisang-Berhasil-Tembus-Pasar-Ekspor.jpg
924;276;3,2;3,2;30,2;Nasi Goreng ;https://asset.kompas.com/crops/2RnTJZK6E9ABjS_1qmItNjI1hls=/0x0:5760x3840/750x500/data/photo/2023/02/14/63eb12fb840da.jpg
1081;273;17,5;22;0;Sapi daging gemuk segar;https://cdn1-production-images-kly.akamaized.net/lA6qLu1irMjT2OPAYtqnW-nvIfQ=/640x360/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3133148/original/027517900_1589942784-Raw_Fresh_Meat_With_Rosemary.jpg
157;249;3,4;0,4;58;Brem;https://upload.wikimedia.org/wikipedia/commons/c/c4/Brem_Madiun.JPG
91;258;10,6;9,5;32,5;Beef burger;https://cdn.id9.site/burgerax/media/2020/09/beef-burger-e1644156606108.jpeg
451;267;23,1;19,4;0,2;Ikan gete goreng;https://nilaigizi.com/assets/images/produk/produk_1535646628.jpg
1052;249;7,9;1,5;49,7;Roti warna sawo matang;https://asset.kompas.com/crops/LQ98lafgoMzcrz1TSTfIdGjBw2A=/0x0:1000x667/1200x800/data/photo/2020/08/24/5f4349a0dd479.jpg
180;237;14,7;0,2;56;Bulung Sangu;https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Bulung.jpg/1200px-Bulung.jpg
1051;248;8;1,2;50;Roti Putih;https://www.yesdok.com/visual/slideshow/slices-bread-white-background-article-1625550183.jpg?w=1200
46;261;27,4;16,1;1,6;Ayam hati segar;https://asset.kompas.com/crops/9dZTmg32w0stodtsJ52gf85QjD4=/0x0:902x601/750x500/data/photo/2021/01/26/600f9d1967e9b.jpg
47;264;18,2;20,1;2,7;Ayam taliwang masakan;https://asset.kompas.com/crops/-oAqlkfrKHaqebhytdtKz-JV6ls=/4x0:1000x664/750x500/data/photo/2020/12/22/5fe16c7655542.jpg
26;239;2,8;0,6;62,5;Asam masak di pohon;https://images.tokopedia.net/img/cache/700/VqbcmM/2020/8/26/6b6fe8d2-91ea-40a2-bd1d-53a147b957c1.png
552;239;0,5;0,6;64,5;Jam selai;https://i0.wp.com/pinkkorset.com/wp-content/uploads/2016/07/selai.jpg
811;247;2,9;4,2;49,5;Kue thipan;https://asset.kompas.com/crops/fXb2bs6UVUJNODIGbh7aFfAzUE4=/41x33:950x639/750x500/data/photo/2021/03/05/6041b846aa175.jpg
324;248;10;2,3;40,9;Djibokum masakan;https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
340;248;36,2;6,9;10,1;Empal (daging) Goreng masakan;https://cdn-2.tstatic.net/batam/foto/bank/images/resep-empal.jpg
1077;212;18;10,6;59,3;Sapi abon;https://cdn0-production-images-kly.akamaized.net/fqIGhZT1Z1Zu36S_0_xZCoJSI5A=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3980335/original/086906600_1648695608-Abon_Sapi_Premium.jpg
849;240;7,8;0,5;51,3;Leupeut Ketan ;https://sweetrip.id/wp-content/uploads/2021/05/171584083_119493940234318_4941248120678130162_n.jpg
796;240;1;4;54;Kue Bugis ;https://asset.kompas.com/crops/hHVyMg5BiDHITqTbKdbpz1Un4_c=/0x0:1000x667/750x500/data/photo/2022/06/21/62b109f77f78c.jpeg
1245;240;6;2,7;49,3;Tempe Sayur ;https://fibercreme.com/wp-content/uploads/2021/05/tempe-lombok-ijo-santan_.jpg
975;243;5,2;7,3;39,1;Pempek kulit;https://img.kurio.network/qccsgXHXu9eyYhL6WTN-KoaY8xE=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/20/06/05/40ff5973-31a7-407f-be12-b3d3af335023.jpg
41;246;37,9;9;0,7;Ayam goreng pasundan dada;https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/6-C2DTTVLGUBJ3T6-C2DTTXDVTNJXLA/detail/menueditor_item_b01be5494e6b4600867dbcbc0dcd1ed2_1607529952400513906.webp
468;252;19,9;19,1;0;Ikan Lele goreng;https://kbu-cdn.com/dk/wp-content/uploads/lele-goreng-bumbu-lengkuas.jpg
44;244;36,7;9,2;1;Ayam goreng sukabumi dada;https://i0.wp.com/i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/d5baa5ea-bad6-4cc6-b6fe-a0c4a9a86979_Go-Biz_20211222_160332.jpeg
